clave,nombre,latitud,longitud,altitud,estado,municipio,region_hidrologica,cuenca,fn_region_hidrologica,estado_etq
B30031,PUYACATENGO,17.566667,-92.9375,40,Tabasco,Teapa,30,,30.0,Tabasco
B30032,TEAPA,17.566667,-92.966667,72,Tabasco,Teapa,30,,30.0,Tabasco
B30036,EL BURRERO,16.816667,-92.883333,1230,Chiapas,Ixtapa,30,,30.0,Chiapas
B30039,LA MESILLA,16.183333,-92.3,560,Chiapas,Tzimol,30,,30.0,Chiapas
B30041,LA ESCALERA,16.533333,-92.95,450,Chiapas,Chiapa de Corzo,30,,30.0,Chiapas
B30042,SALTO DE AGUA,17.566667,-92.35,22,Chiapas,Salto de Agua,30,,30.0,Chiapas
B30055,MACUSPANA,17.766667,-92.6,10,Tabasco,Macuspana,30,,30.0,Tabasco
B30057,PICHUCALCO,17.558333,-93.108333,21,Chiapas,Pichucalco,30,,30.0,Chiapas
B30058,PUENTE MORELOS,16.719444,-92.65,2113,Chiapas,San CristÃ³bal de las Casas,30,,30.0,Chiapas
B30061,LA UNION,16.166667,-92.3,580,Chiapas,Cintalapa,30,,30.0,Chiapas
B30062,GONZALEZ,17.975,-93.0,10,Tabasco,Centro,30,,30.0,Tabasco
B30070,SAYULA,17.425,-93.383333,228,Chiapas,OstuacÃ¡n,30,,30.0,Chiapas
B30071,SANTA MARIA,16.95,-93.766667,220,Chiapas,LarrÃ¡inzar,30,,30.0,Chiapas
B30072,LAS FLORES 2,16.7,-93.55,480,Chiapas,Jiquipilas,30,,30.0,Chiapas
B30076,MALPASO 2,17.183333,-93.583333,192,Chiapas,Mezcalapa,30,,30.0,Chiapas
B30083,LAS GAVIOTAS 2,17.966667,-92.916667,5,Tabasco,Centro,30,,30.0,Tabasco
B30088,SAN PEDRO TABASCO,17.791667,-91.158333,36,Tabasco,BalancÃ¡n,30,,30.0,Tabasco
B30089,PUENTE COLGANTE 2,16.766667,-93.05,418,Chiapas,Chiapa de Corzo,30,,30.0,Chiapas
B30091,SAN FRANCISCO 2,16.083333,-92.791667,540,Chiapas,La Concordia,30,,30.0,Chiapas
B30093,TAPIJULAPA,17.466667,-92.816667,22,Tabasco,Tacotalpa,30,,30.0,Tabasco
B30094,PLATANAR,17.577778,-93.3875,38,Chiapas,Pichucalco,30,,30.0,Chiapas
B30097,AGUA VERDE,16.591667,-90.683333,0,Chiapas,BenemÃ©rito de las AmÃ©ricas,30,,30.0,Chiapas
B30098,GRIJALVA,16.966667,-93.116667,210,Chiapas,ChicoasÃ©n,30,,30.0,Chiapas
B300LLL,LUIS L. LEON,28.983611,-105.280556,1055,Chihuahua,Aldama,24,,24.0,Chihuahua
B30102,AQUESPALA,15.783333,-91.916667,675,Chiapas,La Trinitaria,30,,30.0,Chiapas
B30107,EL CEDRO,16.483333,-90.4,400,Chiapas,BenemÃ©rito de las AmÃ©ricas,30,,30.0,Chiapas
B30111,OXOLOTAN,17.383333,-92.75,100,Tabasco,Tacotalpa,30,,30.0,Tabasco
B30113,IXCAN,16.1,-91.083333,299,Chiapas,Ocosingo,30,,30.0,Chiapas
B30119,YAMONHO,17.116667,-93.333333,325,Chiapas,TecpatÃ¡n,30,,30.0,Chiapas
B30120,CHAJUL,16.083333,-90.95,299,Chiapas,MarquÃ©s de Comillas,30,,30.0,Chiapas
B30128,LA ANGOSTURA,16.445833,-92.758333,520,Chiapas,Venustiano Carranza,30,,30.0,Chiapas
B30129,CHICOASEN,16.966667,-93.1,710,Chiapas,Osumacinta,30,,30.0,Chiapas
B30130,PLAN DE AYALA,16.833333,-92.945833,0,Chiapas,Ixtapa,30,,30.0,Chiapas
B30135,ALMANDRO,17.183333,-92.6625,242,Chiapas,HuitiupÃ¡n,30,,30.0,Chiapas
B30137,ALTAMIRANO,16.716667,-92.020833,1240,Chiapas,Altamirano,30,,30.0,Chiapas
B30141,LIVINGSTONE,16.579167,-91.683333,0,Chiapas,Altamirano,30,,30.0,Chiapas
B30143,SANTA ELENA,16.15,-91.5,728,Chiapas,Las Margaritas,30,,30.0,Chiapas
B30147,EL JABALI,16.147222,-91.377222,0,Chiapas,Las Margaritas,30,,30.0,Chiapas
B30149,EUSEBA,16.266667,-91.374167,0,Chiapas,Las Margaritas,30,,30.0,Chiapas
B30150,LA CATARATA,16.226667,-91.308333,0,Chiapas,Maravilla Tenejapa,30,,30.0,Chiapas
B30151,SAN QUINTIN,16.4125,-91.358333,1512,Chiapas,Ocosingo,30,,30.0,Chiapas
B30157,PASO DEL CAYUCO,17.2625,-92.15,0,Chiapas,TumbalÃ¡,30,,30.0,Chiapas
B30158,PUENTE CONCORDIA,15.841667,-91.966667,582,Chiapas,Frontera Comalapa,30,,30.0,Chiapas
B30159,EL PORVENIR,16.519444,-90.483333,5,Tabasco,Centro,30,,30.0,Tabasco
B30161,EL CARMEN,16.816667,-92.166667,1278,Chiapas,Ocosingo,30,,30.0,Chiapas
B30177,EL COLORADO,16.133333,-91.141667,0,Chiapas,Maravilla Tenejapa,30,,30.0,Chiapas
B30181,CANDELARIA,18.183333,-91.066667,50,Campeche,Candelaria,30,,30.0,Campeche
B30184,CHICOMUSELO,15.751667,-92.273333,550,Chiapas,Chicomuselo,30,,30.0,Chiapas
B30185,EL BRILLANTE,16.162778,-93.076389,540,Chiapas,TonalÃ¡,30,,30.0,Chiapas
B30187,CASCAJAL,16.308889,-92.485833,650,Chiapas,Venustiano Carranza,30,,30.0,Chiapas
B30188,PUENTE INI,16.744444,-92.641667,2080,Chiapas,San CristÃ³bal de las Casas,30,,30.0,Chiapas
B30195,JALTENANGO,15.870833,-92.723889,620,Chiapas,Angel Albino Corzo,30,,30.0,Chiapas
B30196,EL LIMON,15.873611,-92.729167,615,Chiapas,Angel Albino Corzo,30,,30.0,Chiapas
B30199,PALIZADA,18.126389,-92.0925,10,Campeche,Candelaria,30,,30.0,Campeche
B30210,ACALA,16.552778,-92.804167,393,Chiapas,Acala,30,,30.0,Chiapas
B302MOM,PRESA MADIN,19.533056,-99.258333,2325,MÃ©xico,AtizapÃ¡n de Zaragoza,26,,26.0,Estado de MÃ©xico
B305MAL,PRESA MALPAIS,19.9,-100.9,0,MichoacÃ¡n de Ocampo,ZinapÃ©cuaro,12,,12.0,MichoacÃ¡n
B31002,CANASAYAB,19.3,-90.516667,37,Campeche,ChampotÃ³n,31,,31.0,Campeche
B315MAZ,PRESA INSURGENTE MARIANO ABASOLO,20.5,-101.95,1740,Guanajuato,PÃ©njamo,12,,12.0,Guanajuato
B320MRG,MARTE RODOLFO GOMEZ,26.225,-98.916667,120,Tamaulipas,Camargo,24,,24.0,Tamaulipas
B321MLU,MEDIA LUNA,21.7925,-102.801667,1585,Aguascalientes,Calvillo,12,,12.0,Aguascalientes
B324MIM,MIGUEL DE LA MADRID,18.016667,-96.266667,42,Oaxaca,San Lucas OjitlÃ¡n,28,,28.0,Oaxaca
B325MHD,MIGUEL HIDALGO,26.509722,-108.579167,300,Sinaloa,El Fuerte,10,,10.0,Sinaloa
B326MAL,MIGUEL ALEMAN,18.233333,-96.5,80,Oaxaca,San Miguel Soyaltepec,28,,28.0,Oaxaca
B332PBL,PRESA PABELLON,22.1625,-102.291944,1909,Aguascalientes,PabellÃ³n de Arteaga,,,,Aguascalientes
B333PAS,PALOMAS,22.345,-102.798333,2089,Zacatecas,Villanueva,12,,12.0,Zacatecas
B334PPI,PRESA PASO DE PIEDRAS,21.737222,-98.152778,40,Veracruz de Ignacio de la Llave,Ozuluama de MascareÃ±as,26,,26.0,Veracruz
B335PAG,PEÃA DEL AGUILA,24.237222,-104.655556,1896,Durango,Durango,11,,11.0,Durango
B336PTS,ANGEL ALBINO CORZO (PEÃITAS),19.266667,-103.816667,450,Colima,Villa de Ãlvarez,,,,Colima
B34004,CASAS GRANDES,30.375,-107.933333,1473,Chihuahua,Casas Grandes,34,,34.0,Chihuahua
B34008,LA TRASQUILA,29.733333,-107.075,1441,Chihuahua,Buenaventura,34,,34.0,Chihuahua
B340PEN,PEÃUELITAS,21.104444,-100.875833,1915,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,12,,12.0,Guanajuato
B341PJM,PEDRO J. MÃNDEZ,24.233333,-99.55,153,Tamaulipas,Hidalgo,25,,25.0,Tamaulipas
B345PEC,PLUTARCO ELIAS CALLES,28.981111,-109.631111,2110,Sonora,Soyopa,9,,9.0,Sonora
B35003,AGUA PUERCA,26.236667,-104.483333,1400,Durango,MapimÃ­,35,,35.0,Durango
B350PAL,PRESIDENTE ALEMAN,21.649444,-103.339722,1740,Zacatecas,TepechitlÃ¡n,12,,12.0,Zacatecas
B355PUC,PRESA PUCUATO,19.621667,-100.686111,0,MichoacÃ¡n de Ocampo,Hidalgo,18,,18.0,MichoacÃ¡n
B359REP,REPUBLICA ESPAÃOLA,23.258056,-97.990556,90,Tamaulipas,Aldama,25,,25.0,Tamaulipas
B36003,COYOTE,25.541667,-103.466667,1140,Coahuila de Zaragoza,TorreÃ³n,36,,36.0,Coahuila
B36012,SAN JUAN DE GUADALUPE,24.633333,-102.791667,1700,Durango,San Juan de Guadalupe,36,,36.0,Durango
B36039,LA FLOR,25.091667,-103.325,1300,Coahuila de Zaragoza,TorreÃ³n,36,,36.0,Coahuila
B36040,LA FLOR,25.091667,-103.325,1270,Durango,General SimÃ³n BolÃ­var,36,,36.0,Durango
B36041,SOMBRERETILLO,25.175,-103.341667,339,Nuevo LeÃ³n,Sabinas Hidalgo,36,,36.0,Nuevo LeÃ³n
B36044,EL PALMITO 2,25.6,-105.025,1600,Durango,IndÃ©,36,,36.0,Durango
B36048,SANTA ROSA,22.916667,-103.108333,2240,Zacatecas,Fresnillo,36,,36.0,Zacatecas
B36067,CAÃON FERNANDEZ 2,25.283333,-103.775,1200,Durango,CuencamÃ©,36,,36.0,Durango
B36071,SARDINAS,26.083333,-105.57,1639,Durango,San Bernardo,36,,36.0,Durango
B36074,J. SALOME ACOSTA,25.508333,-103.541667,1670,Durango,Santiago Papasquiaro,36,,36.0,Durango
B36076,AGUSTIN MELGAR,25.264167,-104.068056,1225,Durango,Nazas,36,,36.0,Durango
B36080,SAN FRANCISCO,24.313889,-102.885,1681,Zacatecas,General Francisco R. MurguÃ­a,36,,36.0,Zacatecas
B36090,LOS NARANJOS,24.625,-103.305556,1650,Durango,General SimÃ³n BolÃ­var,36,,36.0,Durango
B361RFV,RODOLFO FELIX VALDEZ,29.4,-110.433333,0,Sonora,Ures,9,,9.0,Sonora
B37012,TULA,23.001389,-99.7125,0,Hidalgo,Tula de Allende,26,,26.0,Hidalgo
B370RDG,PRESA RODRIGUEZ,21.916667,-102.426944,0,Aguascalientes,JesÃºs MarÃ­a,12,,12.0,Aguascalientes
B375SAB,PRESA SABANETA,19.619444,-100.670833,0,MichoacÃ¡n de Ocampo,Hidalgo,18,,18.0,MichoacÃ¡n
B380SAL,LAGUNA SALINILLAS,27.45,-100.383333,232,Nuevo LeÃ³n,AnÃ¡huac,24,,24.0,Nuevo LeÃ³n
B383SGA,SAN GABRIEL,23.083611,-98.787222,140,Tamaulipas,XicotÃ©ncatl,24,,24.0,Tamaulipas
B385SIL,SAN ILDEFONSO,20.208333,-99.966667,0,MÃ©xico,Aculco,26,,26.0,Estado de MÃ©xico
B389SJS,SAN JOSE,19.9075,-100.316667,2043,MichoacÃ¡n de Ocampo,MaravatÃ­o,37,,37.0,MichoacÃ¡n
B390SJA,SAN JOSE ATLANGA,19.55,-98.2,2498,Tlaxcala,Atlangatepec,18,,18.0,Tlaxcala
B395SAN,PRESA SANALONA,24.813889,-107.158333,170,Sinaloa,CuliacÃ¡n,10,,10.0,Sinaloa
B397SEL,SANTA ELENA,23.623333,-104.054444,2480,Durango,SÃºchil,11,,11.0,Durango
B400SRO,SANTA ROSA,20.910556,-103.711944,730,Jalisco,AmatitÃ¡n,12,,12.0,Jalisco
B405STR,SANTA ROSA,22.926111,-103.113056,2240,Zacatecas,Fresnillo,36,,36.0,Zacatecas
B407SBY,SANTIAGO BAYACORA,23.873333,-104.673889,0,Durango,Durango,11,,11.0,Durango
B410SOL,PRESA SOLIS,20.05,-100.816667,1849,Guanajuato,AcÃ¡mbaro,12,,12.0,Guanajuato
B415TAC,TACOTAN,20.035278,-104.32,0,Jalisco,UniÃ³n de Tula,16,,16.0,Jalisco
B416VIH,VILLA HIDALGO,26.1,-104.5,1750,Durango,MapimÃ­,35,,35.0,Durango
B420TAX,PRESA TAXHIMAY,19.835833,-99.385,0,MÃ©xico,Villa del CarbÃ³n,26,,26.0,Estado de MÃ©xico
B425TEN,PRESA TENASCO,22.173889,-103.197222,1850,Jalisco,Santa MarÃ­a de los Ãngeles,12,,12.0,Jalisco
B435TPN,TEPETITLAN NUEVA,19.663333,-99.958611,2584,MÃ©xico,San Felipe del Progreso,12,,12.0,Estado de MÃ©xico
B440TPX,PRESA TEPUXTEPEC,19.98,-100.230278,2380,MichoacÃ¡n de Ocampo,Contepec,12,,12.0,MichoacÃ¡n
B441TMU,TERCER MUNDO,19.48,-100.2,0,MÃ©xico,Villa de Allende,12,,12.0,Estado de MÃ©xico
B442TRM,TRIGOMIL,19.85,-104.116667,0,Jalisco,El LimÃ³n,16,,16.0,Jalisco
B445URE,PRESA UREPETIRO,19.971944,-102.134167,1807,MichoacÃ¡n de Ocampo,Tlazazalca,12,,12.0,MichoacÃ¡n
B450VCV,VICENTE C. VILLASEÃOR,19.938333,-104.0,0,Jalisco,Ejutla,18,,18.0,Jalisco
B455VTR,PRESA VALERIO TRUJANO,18.416667,-99.5,0,Guerrero,Buenavista de CuÃ©llar,18,,18.0,Guerrero
B460VCA,VENUSTIANO CARRANZA,20.510278,-97.676111,2400,Puebla,Venustiano Carranza,24,,24.0,Puebla
B465VAG,VICENTE AGUIRRE,20.439444,-99.377778,0,Hidalgo,Alfajayucan,26,,26.0,Hidalgo
B470VGU,VICENTE GUERRERO,22.315833,-103.441389,1925,Zacatecas,Monte Escobedo,18,,18.0,Zacatecas
B475VIG,VICENTE GUERRERO,23.966667,-98.55,230,Tamaulipas,JimÃ©nez,25,,25.0,Tamaulipas
B477YOS,YOSOCUTA,17.725,-97.829167,1410,Oaxaca,San Marcos Arteaga,18,,18.0,Oaxaca
B480ZIR,PRESA ZICUIRAN,18.920278,-101.929722,0,MichoacÃ¡n de Ocampo,La Huacana,18,,18.0,MichoacÃ¡n
B510CPE,CAJON DE PEÃA,20.033333,-105.066667,0,Jalisco,TomatlÃ¡n,15,,15.0,Jalisco
B515CHE,PRESA CHICOASEN,16.933333,-93.1,710,Chiapas,Osumacinta,30,,30.0,Chiapas
B516CHI,CHICAYAN,21.737222,-98.152778,40,Veracruz de Ignacio de la Llave,Ozuluama de MascareÃ±as,26,,26.0,Veracruz
B517CAP,CONSTITUCION DE APATZINGAN,20.418333,-100.0725,1295,QuerÃ©taro,San Juan del RÃ­o,18,,18.0,QuerÃ©taro
B535ECZ,EL CARRIZO,32.483333,-116.7,495,Baja California,Tecate,1,,1.0,Baja California
B552JCO,JOCOQUE,22.121111,-102.354444,1970,Aguascalientes,San JosÃ© de Gracia,12,,12.0,Aguascalientes
B560CPI,PRESA LA CONCEPCION,20.148056,-99.908889,2360,MÃ©xico,Aculco,26,,26.0,Estado de MÃ©xico
B580PSA,PRESA LA PURISIMA,20.85,-101.283333,1839,Guanajuato,Guanajuato,12,,12.0,Guanajuato
B595SOD,PRESA LA SOLEDAD,19.959167,-97.445833,1590,Puebla,Tlatlauquitepec,27,,27.0,Puebla
B600NAR,LOS NARANJOS,24.625,-103.305556,1650,Durango,General SimÃ³n BolÃ­var,,,,Durango
